tweet,tweet_cf
"kangen musim hujan pas sebelum corona, apalagi musim hujan pas sekolah offline","kangen musim hujan pas sebelum corona, apalagi musim hujan pas sekolah offline"
"@bertanyarl pernah, karena udah mulai offline jadi besok pas sekolah takut ngga ada temen😭 temen gue dah pergi sama geng barunya hahha","@bertanyarl pernah, karena udah mulai offline jadi besok pas sekolah takut ngga ada temen😭 temen gue dah pergi sama geng barunya hahha"
@convomf besok aku mau beli hp gue yang udh sekolah OFFLINE IWWW PANAS BGT GUE GAMBAR yang udh sekolah offline,@convomf besok aku mau beli hp gue yang udh sekolah offline iwww panas bgt gue gambar yang udh sekolah offline
"@bertanyarl please banget sekolah ku baru aja offline, itu pun terbatas😭","@bertanyarl please banget sekolah ku baru aja offline, itu pun terbatas😭"
"@ourchanie Boleh boleh ajaa udah sringg, sekolah kan offline online jdi gapapaa","@ourchanie boleh boleh ajaa udah sringg, sekolah kan offline online jdi gapapaa"
@bertanyarl kl sekolah offline kisaran 400an tp blm termasuk kl mau ngemall gt2,@bertanyarl kl sekolah offline kisaran 400an tp blm termasuk kl mau ngemall gt2
"@bertanyarl 300 kalo ga sekolah
klo sekolah offline 1.050","@bertanyarl 300 kalo ga sekolah
klo sekolah offline 1.050"
ketika orang orang seneng sekolah offline gua di sini gemetaran ga bisa tidur wkwkwkwkwk... 😢,ketika orang orang seneng sekolah offline gua di sini gemetaran ga bisa tidur wkwkwkwkwk... 😢
Kalau sekolah offline kadang jam 4 udah bangun https://t.co/Q17Wp3uxRL,kalau sekolah offline kadang jam 4 udah bangun https://t.co/q17wp3uxrl
sebenernya yg bikin males kalo sekolah offline tuh cuma ngejar kereta doang :(,sebenernya yg bikin males kalo sekolah offline tuh cuma ngejar kereta doang :(
"tp gmna ya gue gini jg ggr ada tanggungjawab lain kaya tugas sekolah, club, etc. pas buka genshin bawaannya udah cape duluan jadinya cuma daily commis :/ mau sih bisa puas puas main tapi ya mana skg udah sekolah offline juga...","tp gmna ya gue gini jg ggr ada tanggungjawab lain kaya tugas sekolah, club, etc. pas buka genshin bawaannya udah cape duluan jadinya cuma daily commis :/ mau sih bisa puas puas main tapi ya mana skg udah sekolah offline juga..."
@l33_y0u 14 kayaknya? tapi itu pas sekolah offline sih... semenjak online school ga dikasihtau rankingnya selain yang 10 besar sjdjdjsjjds,@l33_y0u 14 kayaknya? tapi itu pas sekolah offline sih... semenjak online school ga dikasihtau rankingnya selain yang 10 besar sjdjdjsjjds
"@yourmilkeuty aku ikut seneng klo kak minji sehat, wkwkw ngga kok hari ini sampe kmren² blom ada yang bikin nangis, skrng beneran lagi seneng. seminggu sekolah offline trus duit nya ku beliin pc kevin jadi kaya duh kaya kebahagiaan banget gak sie, trus besok libur kaya dah lah seneng😀","@yourmilkeuty aku ikut seneng klo kak minji sehat, wkwkw ngga kok hari ini sampe kmren² blom ada yang bikin nangis, skrng beneran lagi seneng. seminggu sekolah offline trus duit nya ku beliin pc kevin jadi kaya duh kaya kebahagiaan banget gak sie, trus besok libur kaya dah lah seneng😀"
knp semenjak sekolah offline jam tudur gua balik kek dulu si. masa jam segini mata uda berat bngt 😭😩 gua mau begadang oi mau baca au sampe malem ☹️,knp semenjak sekolah offline jam tudur gua balik kek dulu si. masa jam segini mata uda berat bngt 😭😩 gua mau begadang oi mau baca au sampe malem ☹️
"@mattchac @tubirfess Kalo pake masker terus sih gpp ya kalo menurut aing 
Tapi plisss dongg sekolah/kuliah ini ayok offline 😭😭🙏
Sedih aku tuh daring muluuk
Gegara covid gk selesai², jadi gak offline² anjri","@mattchac @tubirfess kalo pake masker terus sih gpp ya kalo menurut aing 
tapi plisss dongg sekolah/kuliah ini ayok offline 😭😭🙏
sedih aku tuh daring muluuk
gegara covid gk selesai², jadi gak offline² anjri"
pentingnya sekolah offline full senin-jumat ampe jam 4 gunanya biar org2 kagak aneh eps nctzen,pentingnya sekolah offline full senin-jumat ampe jam 4 gunanya biar org2 kagak aneh eps nctzen
"@bertanyarl Dan setelah ngelakuin sholat 5 waktu ""aja"" do'a ku satu persatu terkabul, muali dari aku pengen sekolah offline, terus pengen dicerdas kan otak nya dalam hal akademik maupun non akademik (ini beneran diturutin, aku do'a ini pas sholat subuh, dan pas udah jam 9 aku ngerjain tugas-","@bertanyarl dan setelah ngelakuin sholat 5 waktu ""aja"" do'a ku satu persatu terkabul, muali dari aku pengen sekolah offline, terus pengen dicerdas kan otak nya dalam hal akademik maupun non akademik (ini beneran diturutin, aku do'a ini pas sholat subuh, dan pas udah jam 9 aku ngerjain tugas-"
"@seoyaaaaa Alhamdulillah, aku baik kak tapi ya gitu semenjak sekolah offline jadi susah main twt hikss","@seoyaaaaa alhamdulillah, aku baik kak tapi ya gitu semenjak sekolah offline jadi susah main twt hikss"
"@imarmarwatih Jadinya kuliah di cirebon, udah mulai offline kuliah dia. Pamit sekolah terakhir kelas 2 SMA tau-tau udah kuliah aja, hahaha","@imarmarwatih jadinya kuliah di cirebon, udah mulai offline kuliah dia. pamit sekolah terakhir kelas 2 sma tau-tau udah kuliah aja, hahaha"
senin udah offline tapi aku belum beli sepatu sekolah :))))),senin udah offline tapi aku belum beli sepatu sekolah :)))))
mau sekolah offline...,mau sekolah offline...
sekolah offline bikin aku jadi gendut,sekolah offline bikin aku jadi gendut
ya Allah weekend...gue blm siap sekolah offline lagiiii,ya allah weekend...gue blm siap sekolah offline lagiiii
"@l0eydust bener sie, aku jd semangat sekolah offline gegara ada crush WKWKWWKWK tapi minderrr","@l0eydust bener sie, aku jd semangat sekolah offline gegara ada crush wkwkwwkwk tapi minderrr"
"""assalamualaikum murid murid harini kita kelas offline sebab cikgu ada urusan kat sekolah..."" https://t.co/RZMy9WrSng","""assalamualaikum murid murid harini kita kelas offline sebab cikgu ada urusan kat sekolah..."" https://t.co/rzmy9wrsng"
kak ell udah sekolah offline kah? — udah 3 minggu gue sekolah offline https://t.co/ApAdRbopKO,kak ell udah sekolah offline kah? — udah 3 minggu gue sekolah offline https://t.co/apadrbopko
gatau kenapa tapi sekolah offline tuh bikin capek bgt,gatau kenapa tapi sekolah offline tuh bikin capek bgt
Dah sekolah offline jdi tambah sibuk,dah sekolah offline jdi tambah sibuk
aku sedang gelisah krn selasa dan rabu masuk sekolah offline dan aku blm hafal yg hrs dihafalin,aku sedang gelisah krn selasa dan rabu masuk sekolah offline dan aku blm hafal yg hrs dihafalin
@jakegrlfrnd AAAAA KAK RANI SEKOLAH OFFLINE LAGI KAPAN?,@jakegrlfrnd aaaaa kak rani sekolah offline lagi kapan?
@infobdg gapapa min sy lebih suka sekolah offline,@infobdg gapapa min sy lebih suka sekolah offline
Grgr libur sekolah offline seminggu jadi gapengen sekolah offline lagi gxbsnanajsjjss nyaman dirumah😭😭😭,grgr libur sekolah offline seminggu jadi gapengen sekolah offline lagi gxbsnanajsjjss nyaman dirumah😭😭😭
"Siap-siap buat sekolah offline mvs
 https://t.co/Ns3fovXURb","siap-siap buat sekolah offline mvs
 https://t.co/ns3fovxurb"
"@filzterpjm Udh diijinin sm sekolah, kemarin jumat juga udh pramuka offline. Udh mulai sekolah offline juga","@filzterpjm udh diijinin sm sekolah, kemarin jumat juga udh pramuka offline. udh mulai sekolah offline juga"
"aku tuh.. umur 15 tahun, tinggi 164 merasa udah tinggi banget, cukup lah gitu seenggaknya buat anak seumuran ku. tapi kenapa pas sekolah offline aku kalau liat temen2ku dongak ya.... mereka makan apa selama pandemi ini... padahal temenku rata2 setahun di bawah ku ㅠㅠ","aku tuh.. umur 15 tahun, tinggi 164 merasa udah tinggi banget, cukup lah gitu seenggaknya buat anak seumuran ku. tapi kenapa pas sekolah offline aku kalau liat temen2ku dongak ya.... mereka makan apa selama pandemi ini... padahal temenku rata2 setahun di bawah ku ㅠㅠ"
"@bertanyarl Tadi sekolah offline tapii ga pelajarann):
Tau gitu aku bocan dirumah😤","@bertanyarl tadi sekolah offline tapii ga pelajarann):
tau gitu aku bocan dirumah😤"
@txtdaripelajar Aaa kangen sekolah offline,@txtdaripelajar aaa kangen sekolah offline
"@JE0N9KYU @convomf Itu wktu SD🙂
Padus pas SMA
Dan waktu masi sekolah offline blm ada kopit","@je0n9kyu @convomf itu wktu sd🙂
padus pas sma
dan waktu masi sekolah offline blm ada kopit"
@EdukaSystem Sekolah offline tapi lebih suka ujiannya online 🥰,@edukasystem sekolah offline tapi lebih suka ujiannya online 🥰
"@EdukaSystem Sekolah offline, ulangan online 😃👍","@edukasystem sekolah offline, ulangan online 😃👍"
akhirnya sekolah offline 🤣🤣🤣,akhirnya sekolah offline 🤣🤣🤣
jujur cape si tapi cape kaya ga berasa gituuuu. sekarang udah mulai offline sekolah  aku nya udah keburu lulus padahal pengen offline,jujur cape si tapi cape kaya ga berasa gituuuu. sekarang udah mulai offline sekolah  aku nya udah keburu lulus padahal pengen offline
"lebih suka sekolah offline atau online nih? kenapa?

⏬⏬","lebih suka sekolah offline atau online nih? kenapa?

⏬⏬"
"@tubirfess Padahal baru aja seneng liat anak2 sekolah pada offline, ngerasa ya Allah dunia udh terasa normal lagi","@tubirfess padahal baru aja seneng liat anak2 sekolah pada offline, ngerasa ya allah dunia udh terasa normal lagi"
"@tubirfess gimana mau beradaptasi ya sama ini virus, tiap beberapa bulan kayanya ada varian baru terus. Gak berharap bisa lepas masker kaya sebelum COVID, tapi berharap banget sekolah/kuliah offline karena gua ngerasanya kaya percuma ini bayar kuliah tapi gak masuk materinya 😭😭😭","@tubirfess gimana mau beradaptasi ya sama ini virus, tiap beberapa bulan kayanya ada varian baru terus. gak berharap bisa lepas masker kaya sebelum covid, tapi berharap banget sekolah/kuliah offline karena gua ngerasanya kaya percuma ini bayar kuliah tapi gak masuk materinya 😭😭😭"
"tolong cptcpt sekolah offline tiap hari aja pls, biar uang jajan sy double sm sisa ongkir🤸🏻‍♀️","tolong cptcpt sekolah offline tiap hari aja pls, biar uang jajan sy double sm sisa ongkir🤸🏻‍♀️"
💭 hari senin-sabtu sender sekolah offline full &lt;/3,💭 hari senin-sabtu sender sekolah offline full &lt;/3
mau jual pc buat beli kacamata 😩 ku sekolah offline papan tulis burem terus,mau jual pc buat beli kacamata 😩 ku sekolah offline papan tulis burem terus
@gp999menfess di korea udh sekolah offline? kalo udh bisa jdi sekolah breng kya izone dulu diliatin di reality show nya,@gp999menfess di korea udh sekolah offline? kalo udh bisa jdi sekolah breng kya izone dulu diliatin di reality show nya
"Hal yang aku rada kurang suka sekolah offline_-
""Kita sekolah nih, pelajaran biasa kadang kasih latihan soal disana. Pas pulang nih, tengok-tengok handphone ada aja tugas dari jadwal pjj. Ngeselin betoolllllll lah_-""","hal yang aku rada kurang suka sekolah offline_-
""kita sekolah nih, pelajaran biasa kadang kasih latihan soal disana. pas pulang nih, tengok-tengok handphone ada aja tugas dari jadwal pjj. ngeselin betoolllllll lah_-"""
@convomf konteksnya kalo sekolah ketemu offline https://t.co/nJbYp7kIAj,@convomf konteksnya kalo sekolah ketemu offline https://t.co/njbyp7kiaj
"@cbobamilk karena sekolah online gak sih jadi pada gaib? tapi kan sekarang udah mulai offline, nanti muncul lagi!","@cbobamilk karena sekolah online gak sih jadi pada gaib? tapi kan sekarang udah mulai offline, nanti muncul lagi!"
"@FWBESS Pernah lah, soalnya panaas bgt kalo sekolah offline","@fwbess pernah lah, soalnya panaas bgt kalo sekolah offline"
@mandala_tiga EMG JAHAT BGTTTT jam segitu aku masi di sekolah huhuhu jadwalnya offline T___T,@mandala_tiga emg jahat bgtttt jam segitu aku masi di sekolah huhuhu jadwalnya offline t___t
@convomf Apalagi kalo lagi sekolah offline 😭😭,@convomf apalagi kalo lagi sekolah offline 😭😭
@bertanyarl penjarakan Luthfi Hasan Ishaaq dan Ahmadiyah di Cikeusik Pandeglang Banten dan Jawa barat Indonesia yg ini gan ane mau jual mobil bekas Toyota kijang Innova diesel yang udh sekolah offline ada di dalam tubuh manusia yang tidak bisa di download di sini adalah salah,@bertanyarl penjarakan luthfi hasan ishaaq dan ahmadiyah di cikeusik pandeglang banten dan jawa barat indonesia yg ini gan ane mau jual mobil bekas toyota kijang innova diesel yang udh sekolah offline ada di dalam tubuh manusia yang tidak bisa di download di sini adalah salah
Gk tau apa ini cuma q aja atau orang lain kyk gini jg.Dulu waktu aku sekolah masih offline selama guru jelasin materi baik itu lisan atau ppt aku pasti selalu ikutin mulut gurunya ngomong apa trs setelah itu aku catet apa aja yang ada diotak ku jd lebih cpt paham materinya😌 https://t.co/xV4UZ4lCFk,gk tau apa ini cuma q aja atau orang lain kyk gini jg.dulu waktu aku sekolah masih offline selama guru jelasin materi baik itu lisan atau ppt aku pasti selalu ikutin mulut gurunya ngomong apa trs setelah itu aku catet apa aja yang ada diotak ku jd lebih cpt paham materinya😌 https://t.co/xv4uz4lcfk
rela sekolah offline tiap hari kalo gitu😶🦵🏻,rela sekolah offline tiap hari kalo gitu😶🦵🏻
@jaemcityx Bismillah nyangkut buat persiapan sekolah offline,@jaemcityx bismillah nyangkut buat persiapan sekolah offline
"@convomfs udah sekolah offline belum? kalo udah, gimana sekolahnya?","@convomfs udah sekolah offline belum? kalo udah, gimana sekolahnya?"
@underratedgurlx Sekolah offline the best,@underratedgurlx sekolah offline the best
"@sitikusminik gue dah offline semua, jdi ya capek sekolah doang si. kirain udh offline, lu dah ngekos lagi ga si?","@sitikusminik gue dah offline semua, jdi ya capek sekolah doang si. kirain udh offline, lu dah ngekos lagi ga si?"
"-rl enaknya sekarang langsung daftar les mandarin atau desember siap ujian? 

sejauh ini aku bisa ikutin pelajaran sekolah dan tugas sih jadi ga bakal terganggu. anw aku sekolah sampai sabtu dan les mandarinnya offline 2-3 hari. makasih sarannya!","-rl enaknya sekarang langsung daftar les mandarin atau desember siap ujian? 

sejauh ini aku bisa ikutin pelajaran sekolah dan tugas sih jadi ga bakal terganggu. anw aku sekolah sampai sabtu dan les mandarinnya offline 2-3 hari. makasih sarannya!"
"Sekolah offline yang zonk bukan cuma murid lur, tapi gurune juga. #bukanmaen","sekolah offline yang zonk bukan cuma murid lur, tapi gurune juga. #bukanmaen"
"Dan skrg juga, sekolah kan online.. bagiku tugas sekolah online ini 2x lipat atau 3x lipat dari sekolah offline, aku juga ngerasa di kelas 11 ini tugas² jauh lebih bnyk drpd pas aku kelas 10.. (+)","dan skrg juga, sekolah kan online.. bagiku tugas sekolah online ini 2x lipat atau 3x lipat dari sekolah offline, aku juga ngerasa di kelas 11 ini tugas² jauh lebih bnyk drpd pas aku kelas 10.. (+)"
kyknya semenjak sekolah offline udh pada jrg aktif di twitter sih HSHSH,kyknya semenjak sekolah offline udh pada jrg aktif di twitter sih hshsh
"@ShopeeID #DITRAKTIRMIMINSHOPEE
ini min wishlist aku, hehe sering bgadang jadi kantong mata item, sekolah offline dn pke masker jdi jidat belang wkw
Wishlist
- SOMETHINC Holyshield sunscreen comfort corrector serum SPF 50+ PA++++
- SOMETHINC GAME CHANGER Tripeptide eye concentrate gel 20m https://t.co/4DHkf037qJ","@shopeeid #ditraktirmiminshopee
ini min wishlist aku, hehe sering bgadang jadi kantong mata item, sekolah offline dn pke masker jdi jidat belang wkw
wishlist
- somethinc holyshield sunscreen comfort corrector serum spf 50+ pa++++
- somethinc game changer tripeptide eye concentrate gel 20m https://t.co/4dhkf037qj"
"aduh, besok senin sekolah offline. padahal sekolah aku di jogja, dom ku klaten. nglaju deh 😫👋","aduh, besok senin sekolah offline. padahal sekolah aku di jogja, dom ku klaten. nglaju deh 😫👋"
sebelum sekolah offline mari kita menjadi babu sekolah dulu https://t.co/k81REMjeOy,sebelum sekolah offline mari kita menjadi babu sekolah dulu https://t.co/k81remjeoy
Sekolah offline sudah tiba. Saatnya memulai kebiasaan belajar yang baru yang tentunya jauh lebih baik dari sebelumnya.. https://t.co/3mkJWjkeEt,sekolah offline sudah tiba. saatnya memulai kebiasaan belajar yang baru yang tentunya jauh lebih baik dari sebelumnya.. https://t.co/3mkjwjkeet
Yrl ada info kerja daerah Sidoarjo (Jawa timur) yang offline? Lagi BU banget mau bantu² ortu🙏 btw buat yang masih sekolah kalau bisa 🙏,yrl ada info kerja daerah sidoarjo (jawa timur) yang offline? lagi bu banget mau bantu² ortu🙏 btw buat yang masih sekolah kalau bisa 🙏
"[LIVE REPORT SEKOLAH BINAAN 2021]  

Sedang berlangsung program kerja Sekolah Binaan secara offline di SDN 1 Kedungbanteng dengan tema ""Lawan Covid dengan Gerakan 6M""

Divisi Pengabdian Masyarakat
HIMA KBMKM UNSOED
#LenteraJingga https://t.co/mkyyjnGUHf","[live report sekolah binaan 2021]  

sedang berlangsung program kerja sekolah binaan secara offline di sdn 1 kedungbanteng dengan tema ""lawan covid dengan gerakan 6m""

divisi pengabdian masyarakat
hima kbmkm unsoed
#lenterajingga https://t.co/mkyyjnguhf"
